timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
2022-07-27 12:06:19,0.0009178229111111276,4.45679012345679e-08,0.0,0.12410476190476467,0.3796380952380952,1658923581.435
2022-07-27 12:24:58,0.0008201374555555832,6.530864197530862e-08,6341.017599999999,0.12433333333334126,0.3721904761904761,1658924700.556
2022-07-27 12:25:52,0.0008610216111113307,4.45679012345679e-08,3174.1269333333325,0.1419483252859455,0.36216339788346685,1658924754.481
2022-07-27 12:26:48,0.0009533200777778145,4.9382716049382704e-08,6341.06311111111,0.15536190476190487,0.39607619047619047,1658924809.988
2022-07-27 12:27:45,0.0010003115333334892,7.111111111111112e-08,9508.044800000001,0.14803280093717425,0.39252247447813504,1658924867.214
2022-07-27 12:28:40,0.0010040718888888022,3.568694233672986e-08,3174.1269333333325,0.1333619047619119,0.3705142857142857,1658924922.868
2022-07-27 12:29:43,0.0009153914202859853,4.45679012345679e-08,0.0,0.12965714285714444,0.3845684892360449,1658924985.135
2022-07-27 12:30:43,0.0008378635111111204,4.9382716049382704e-08,9508.044800000001,0.15200952380952804,0.4089714285714286,1658925045.723
2022-07-27 12:31:46,0.0008467803111111986,4e-08,6341.199644444444,0.15864761904761812,0.40461177994513864,1658925108.68
2022-07-27 12:32:52,0.000949133711111156,4.45679012345679e-08,0.09102222222222221,0.14469523809523685,0.3952403173121792,1658925174.404
2022-07-27 12:33:45,0.0010753676888889962,5.4444444444444444e-08,3174.1269333333325,0.13347619047619097,0.3798761904761905,1658925227.572
2022-07-27 12:34:58,0.0009816372222221364,5.446017624798154e-08,6341.108622222222,0.12800000000000442,0.37146666666666667,1658925300.206
2022-07-27 12:36:02,0.0007995335166668838,4e-08,3167.0272000000004,0.12649162404883904,0.38048334397058403,1658925364.136
2022-07-27 12:36:57,0.000739690099999911,3.160493827160493e-08,6341.1541333333325,0.13516241774358076,0.3906548996087168,1658925419.744
2022-07-27 12:37:58,0.0008696581777779026,4.9382716049382704e-08,3167.0272,0.13806435638849684,0.36546666666666666,1658925480.662
2022-07-27 12:38:53,0.028008301877777815,1.512345679012346e-07,282.35093333333333,0.14137691304057895,0.3800190476190476,1658925535.138
2022-07-27 12:39:45,0.02785385202222225,9e-08,3598.6090666666664,0.144964806507226,0.40367785004809204,1658925587.62
2022-07-27 12:40:37,0.0018761191888886388,1.9753086419753082e-07,1.0922666666666667,0.1393468384810968,0.3876952380952381,1658925639.813
2022-07-27 12:41:33,0.001042198166666708,1.877777777777778e-07,6624.415288888888,0.12549523809523655,0.38127392902721957,1658925695.178
2022-07-27 12:42:31,0.0009555505444445266,4.694444444444445e-08,6624.369777777778,0.13542857142857193,0.41505714285714285,1658925753.086
2022-07-27 12:43:35,0.0008631007222220432,4.45679012345679e-08,21.344711111111113,0.20250657117824375,1.2681333333333333,1658925816.829
2022-07-27 12:44:29,0.0009109861660517634,5.4444444444444444e-08,6666.900395573137,0.27878204883995156,1.322904761904762,1658925871.369
2022-07-27 12:45:28,0.0009950846333332997,4.9382716049382704e-08,13290.700799999999,0.2649624747609379,1.0040666666666667,1658925930.643
2022-07-27 12:46:26,0.0010371985777778844,8.345679012345678e-08,0.18204444444444445,0.21452852286686236,1.3351238095238094,1658925987.753
2022-07-27 12:48:47,0.0011681916333331954,6.530864197530865e-08,0.09102222222222221,0.1469714285714326,0.3823428571428571,1658926128.705
2022-07-27 12:49:44,0.001097764188888719,4.9379424032914494e-08,3319.2618666666667,0.148561904761916,0.3796666666666667,1658926186.213
2022-07-27 12:50:35,0.0009423438447948444,7.716049382716047e-08,2.8217829483204997,0.17782857142856862,0.40250476190476187,1658926237.786
2022-07-27 12:51:51,0.0011522257777777944,7.112375477221626e-08,6645.532444444444,0.15061813055984094,0.37799047619047627,1658926312.894
2022-07-27 12:52:47,0.0011294569222220238,5.975308641975308e-08,6645.5779555555555,0.14890476190475382,0.372985791017485,1658926369.195
2022-07-27 12:53:50,0.0011973222888889898,5.974910307982655e-08,6645.532444444444,0.15203809523810308,0.4029333333333333,1658926432.497
2022-07-27 12:54:45,0.0011138654444443493,4e-08,0.09102222222222221,0.15137142857142946,0.3961579488742429,1658926487.649
2022-07-27 12:55:36,0.0009634085777776135,5.4444444444444444e-08,6645.486933333334,0.14622857142857074,0.3837523809523809,1658926538.676
2022-07-27 12:56:28,0.0008879396777779724,4.4444444444444444e-07,6645.486933333334,0.1528285714285656,0.3862599636214728,1658926590.652
2022-07-27 12:57:21,0.0038797053313480937,5.877777777777779e-07,3324.370327570114,0.1452571428571398,0.38666666666666666,1658926642.869
